candidate_id,years_experience,current_title,skills,education_level,university,previous_companies,certifications,english_proficiency,expected_salary,candidate_location,willing_to_relocate,profile_completeness,account_created_date
1843,14.0,Data Scientist,Azure|Airflow|GCP|Angular|TypeScript|HTML,High School,ETH Zurich,Generic Tech Co 86|Generic Tech Co 77|Generic Tech Co 41|Generic Tech Co 6|Generic Tech Co 84|Generic Tech Co 95,CFA|Kubernetes-CKA|AWS-DevOps|Azure-AZ900,B2,162259.59515503698,Isfahan,No,100,2021-11-27
1844,6.0,Senior Data Scientist,Redux|Python|Agile|Azure|PyTorch|Angular|SASS|Testing,Master,Generic State University 28,Generic Tech Co 99|Generic Tech Co 76|Shopify|Generic Tech Co 65|Generic Tech Co 70,Docker-Certified|AWS-CSA|Scrum-Master,A2,86770.5091400896,Hamburg,No,100,2022-12-26
1845,15.0,Solutions Architect (Senior),R|Webpack|TypeScript|Go|Linux,Bachelor,,Cafe Bazaar|Generic Tech Co 90|Generic Tech Co 98,,,163514.722190019,Madrid,No,62,2020-09-27
1846,13.0,Backend Developer,Redux|Tailwind|Next.js|dbt|Angular|Vue,Bachelor,Generic State University 90,Generic Tech Co 2|Generic Tech Co 46|Generic Tech Co 85|Generic Tech Co 39|Generic Tech Co 38,HIPAA,B2,164301.99430703372,Singapore,No,98,2020-11-28
1847,,Systems Engineer,Agile|Next.js|Svelte|GitLab-CI|LightGBM|AWS,PhD,Generic State University 53,,,,119014.53249506566,Qom,,48,2023-08-22
1848,10.0,Junior Software Engineer,Airflow|PyTorch|CSS|XGBoost|Angular|LightGBM,Bachelor,Generic State University 67,,,Elementary,133865.31217559223,Boston,Yes,75,2023-01-15
1849,0.0,Junior Full Stack Developer,Python|Angular|Communication|Java|Spark|TypeScript|Kubernetes,High School,Generic State University 16,Generic Tech Co 99|Digikala|Generic Tech Co 32|Generic Tech Co 28|Generic Tech Co 34|Generic Tech Co 66,,Bilingual,50580.372524641956,Seattle,Yes,91,2023-07-09
1850,3.0,Senior DevOps Engineer,Vue|JavaScript|React|Git,Bachelor,Generic State University 55,Generic Tech Co 61,,B2,61740.897144919494,Sydney,Yes,88,2022-07-11
1851,5.0,Solutions Architect (Senior),REST API|Airflow|Power BI|CSS|Angular|SASS|SQL,Bachelor,Online University N,,,C2,78672.95373099999,Hamburg,Yes,68,2020-02-22
1852,8.0,Frontend Developer,Azure|PyTorch|PostgreSQL|Angular|Django|Redis|NumPy|Linux,Master,Online University N,Generic Tech Co 99|Generic Tech Co 40|Generic Tech Co 32,Agile-Certified|Kubernetes-CKA|CISSP,C1,97586.63599180525,Toronto,No,95,2021-08-13
1853,13.0,Software Engineer,TensorFlow|JavaScript|Agile|CICD|Tableau|FastAPI|Next.js|Webpack|SASS|LightGBM|NumPy,Bachelor,Online University C,Generic Tech Co 40|Generic Tech Co 30|Generic Tech Co 15|Generic Tech Co 81,PMP|HIPAA|AWS-CSA,,132831.16417239016,Isfahan,No,90,2020-11-29
1854,6.0,Junior Data Analyst,Redux|Angular|Pandas|Spark|SQL,Bachelor,Online University O,Generic Tech Co 40|Generic Tech Co 33|Generic Tech Co 37,,C1,81672.14902573779,Remote,Yes,90,2020-09-12
1855,4.0,Junior Frontend Developer,FastAPI|Flask|Prometheus|dbt|Angular|TypeScript|MySQL,Master,Online University D,Generic Tech Co 57|Generic Tech Co 87|Netflix|Generic Tech Co 25|Airbnb|Generic Tech Co 64,,A1,106838.66888266322,Tehran,,85,2022-09-17
1856,4.0,DevOps Engineer,React|Node.js|Scrum|Tailwind,Master,Online University B,Generic Tech Co 34,PMP|Docker-Certified|CFA,B1,95790.7433466496,Amsterdam,Yes,100,2021-10-24
1857,6.0,Senior Backend Developer,PyTorch|dbt|Go|YAML|Linux,Bachelor,Generic State University 79,,,C2,97550.5106428683,Seattle,No,76,2023-10-26
1858,0.0,Solutions Architect (Senior),REST API|MongoDB|Power BI|Prometheus|Spring,Master,Carnegie Mellon,Generic Tech Co 7|Generic Tech Co 63|Generic Tech Co 91|Generic Tech Co 34|Generic Tech Co 98,,Elementary,47604.6971013563,Amsterdam,Yes,87,2022-06-05
1859,4.0,Data Analyst,RabbitMQ|REST API|R|PyTorch,PhD,Generic State University 25,Generic Tech Co 97|Microsoft|Generic Tech Co 43|Airbnb|Generic Tech Co 48,PCI-DSS|AWS-SAP|Scrum-Master,C1,89227.27567748303,Amsterdam,No,100,2021-05-15
1860,13.0,Junior Software Engineer,Python|JSON|Node.js|Express|Ansible|XGBoost|Redis|Nginx|SQL|Kubernetes,PhD,Generic State University 65,Generic Tech Co 7|Generic Tech Co 16|Generic Tech Co 21,,B1,132378.0219834588,New York,Yes,93,2020-05-10
1861,4.0,Backend Developer,TensorFlow|React|Azure|Flask|GCP|Svelte|LightGBM,Master,,,,B2,109340.25659839276,San Francisco,Yes,65,2022-09-02
1862,4.0,Junior Backend Developer,Nginx|Flask|Power BI|Kubernetes,Bachelor,Generic State University 56,Netflix|Amazon|Generic Tech Co 17|Generic Tech Co 65|Generic Tech Co 1,GCP-ACE,B2,84696.39490903493,Hamburg,No,100,2022-03-30
1863,8.0,Frontend Developer,TensorFlow|Python|Terraform|Grafana|PyTorch|RabbitMQ|Ansible|dbt|Problem-Solving|NumPy,Bachelor,Generic State University 7,,Agile-Certified|AWS-DOP|CISSP|AWS-DevOps,Intermediate,91238.39453089156,Mashhad,Yes,90,2020-12-10
1864,6.0,Principal Engineer,Redux|Git|Python|Agile|C#|Next.js|FastAPI|Java|LightGBM|PySpark,Master,,,,,105547.85635248084,Hamburg,Yes,46,2020-11-26
1865,7.0,Junior Frontend Developer,FastAPI|Webpack|dbt|XGBoost|Pandas|Java|GitLab-CI|Nginx|Linux|PySpark,Master,Generic State University 45,Generic Tech Co 5|Generic Tech Co 74|Generic Tech Co 92|Generic Tech Co 82,,B1,101876.55431796821,Toronto,Yes,85,2021-05-09
1866,5.0,Senior Backend Developer,PostgreSQL|Svelte|TypeScript|Vue|NumPy,Bachelor,Generic State University 34,,GCP-PCA|AWS-CSA|Azure-AZ900,C2,57414.02453058909,Munich,,88,2020-06-05
1867,3.0,Data Analyst,SASS|Docker|C#|Tableau,Master,Online University G,Generic Tech Co 8|Generic Tech Co 77|Generic Tech Co 78,Azure-AZ305,Native,55553.922317466335,Dubai,No,100,2022-09-24
1868,11.0,Solutions Architect (Senior),Python|Power BI|Flask|Spark|TypeScript|LightGBM,Bachelor,,,PCI-DSS|Azure-AZ104,B2,121510.09619064619,Hamburg,No,75,2022-11-24
1869,6.0,Database Administrator,Tailwind|PyTorch|RabbitMQ|Grafana|Flask|Svelte|Linux|HTML,Master,Tehran Polytechnic,Generic Tech Co 20|Generic Tech Co 73|Generic Tech Co 22|Airbnb|Uber|Generic Tech Co 3,GCP-ACE|AWS-SAP|AWS-DevOps,C1,90780.76666427295,Berlin,No,100,2020-03-09
1870,8.0,Junior Backend Developer,Scrum|FastAPI|RabbitMQ|Java|PySpark,Bachelor,Generic State University 56,Generic Tech Co 30|Generic Tech Co 23|Generic Tech Co 75|Generic Tech Co 81|Generic Tech Co 1,Kubernetes-CKA|AWS-CSA|AWS-DevOps,B2,99885.15645120482,Karaj,Yes,100,2023-12-15
1871,12.0,senior devops engineer,TensorFlow|C#|Scikit-learn|Docker|Jenkins|HTML|Kubernetes|Redis|GitLab-CI|SQL|AWS,Bachelor,Generic State University 74,,,A1,136756.20808660064,Hamburg,No,72,2023-09-25
1872,1.0,Senior Full Stack Developer,React|Redux|Python|Express|Docker,Bachelor,Online University E,Generic Tech Co 45|Netflix|Generic Tech Co 95|Generic Tech Co 65,PCI-DSS,Advanced,58786.64221194558,Boston,Yes,100,2023-03-10
1873,9.0,web developer,Scrum|Next.js|Tableau|Power BI|Docker|dbt|Svelte|Pandas|Java|MySQL|HTML,Bachelor,Generic State University 63,Netflix|Generic Tech Co 14|Generic Tech Co 55|Generic Tech Co 80|Generic Tech Co 12|Generic Tech Co 37,Kubernetes-CKAD|HIPAA|PCI-DSS,B1,122449.65682307728,Austin,No,99,2020-06-07
1874,,CTO,Python|Kafka|Airflow|Next.js,Bachelor,Generic State University 37,Generic Tech Co 24|Generic Tech Co 20|Generic Tech Co 83|Virgool,CFA|AWS-DOP|AWS-CSA,B2,61490.11778740476,Berlin,Yes,91,2021-07-20
1875,4.0,Solutions Architect,REST API|MongoDB|Ansible|Svelte|Java|Vue|YAML|Kubernetes,Bachelor,,Generic Tech Co 79,,A1,61576.065437581674,Hamburg,,79,2020-05-26
1876,7.0,DevOps Engineer,FastAPI|Express|Power BI|Angular|Go|NumPy,Master,University of Tehran,,,C2,96699.0775897012,Berlin,No,73,2021-11-23
1877,4.0,Frontend Developer,Airflow|GraphQL|Express|Prometheus|PostgreSQL|Jenkins|Problem-Solving|YAML,Bachelor,Online University C,,,C2,75716.8798055854,Austin,Yes,75,2023-06-19
1878,6.0,Senior Data Scientist,Redux|TensorFlow|JavaScript|Agile|C#|Node.js|PostgreSQL|Svelte|Go|HTML,Master,Generic State University 91,Generic Tech Co 15|Generic Tech Co 69,,Fluent,120273.45245615591,Remote,,87,2023-07-22
1879,6.0,Frontend Developer,Python|C#|FastAPI|Next.js|Power BI|Ansible,Master,Online University F,Generic Tech Co 42|Generic Tech Co 71|Generic Tech Co 82,,A2,131120.8988454381,Shiraz,No,88,2022-05-17
1880,5.0,Solutions Architect (Senior),Agile|C#|Tailwind|GCP|CSS|dbt|Angular|Spring|GitLab-CI,Bachelor,Amirkabir University of Technology,Generic Tech Co 29|Generic Tech Co 10|Generic Tech Co 25|Generic Tech Co 14|Generic Tech Co 81|Generic Tech Co 37,,,88025.94542616121,Amsterdam,No,81,2022-11-19
1881,,Junior Backend Developer,TensorFlow|Power BI|Docker|Vue,Bachelor,University of Oxford,Generic Tech Co 35|Virgool|Generic Tech Co 18|Generic Tech Co 52|Generic Tech Co 90,,A2,85790.1910877235,Remote,No,75,2022-02-21
1882,1.0,Junior DevOps Engineer,PyTorch|Jenkins|Angular|Spring|NumPy,Bachelor,Online University W,Generic Tech Co 45|Generic Tech Co 52|Generic Tech Co 59|Generic Tech Co 75,CEH,A2,59098.92748254839,Berlin,No,100,2021-06-12
1883,12.0,Web Developer,Flask|GCP|Angular|SASS|SQL,High School,Generic State University 54,Generic Tech Co 97|Generic Tech Co 44,Terraform-Associate,A1,153227.77607067622,Istanbul,,100,2021-04-24
1884,6.0,Director of Engineering,Redux|Kafka|C#|Express|GCP|Ansible|Svelte|Angular|Pandas|MySQL|Spring,Bachelor,Generic State University 44,Stripe|Generic Tech Co 21,,Intermediate,105111.80619702915,Boston,No,91,2021-07-26
1885,5.0,Web Developer,Redux|PyTorch|Docker|Angular|Spark|Vue|Scikit-learn|NumPy,Bachelor,Harvard University,,Azure-AZ104,C1,82183.96684138486,Vancouver,No,88,2020-09-23
1886,,JUNIOR DEVOPS ENGINEER,React|JavaScript|Tailwind|Pandas|GitLab-CI,Bachelor,Generic State University 48,Generic Tech Co 49,,B1,87098.9128567229,Tabriz,Yes,72,2021-12-14
1887,6.0,Senior DevOps Engineer,TensorFlow|Grafana|FastAPI|Power BI|Docker|Scikit-learn|Problem-Solving|YAML|Linux,Bachelor,,Generic Tech Co 87|Generic Tech Co 89|Generic Tech Co 85|Generic Tech Co 36|Generic Tech Co 3,,A2,96129.35223847514,Singapore,Yes,74,2022-01-20
1888,2.0,Junior ML Engineer ,TensorFlow|React|PyTorch|Power BI|CSS|MySQL|TypeScript,PhD,Generic State University 13,Generic Tech Co 10|Generic Tech Co 6,,A2,58918.657163559845,Remote,,84,2022-03-29
1889,1.0,FRONTEND DEVELOPER,Python|dbt|TypeScript|AWS,Bachelor,,,Kubernetes-CKAD|AWS-DOP,B1,70500.340376068,Mashhad,No,75,2023-07-27
1890,5.0,CTO,TensorFlow|Python|PyTorch|Next.js|PostgreSQL|dbt|Svelte|Spark,High School,Generic State University 62,,,A1,95895.34174957089,Karaj,,76,2023-06-02
1891,6.0,Junior Web Developer,Git|Java|Power BI|Docker,PhD,,Generic Tech Co 22|Generic Tech Co 25|Generic Tech Co 71|Generic Tech Co 3|Generic Tech Co 83,Kubernetes-CKAD|Agile-Certified|HIPAA,B2,112988.6630447712,Remote,No,90,2020-09-08
1892,1.0,Junior Data Analyst,Terraform|Linux|C#|PostgreSQL,Bachelor,,Generic Tech Co 85|Amazon|Generic Tech Co 80|Generic Tech Co 11|Generic Tech Co 3|Generic Tech Co 66,,A1,56020.27712026429,Singapore,,78,2022-02-09
1893,3.0,Junior DevOps Engineer,Tableau|Airflow|Node.js|Express|Docker|Problem-Solving|Testing,PhD,Generic State University 56,Generic Tech Co 4,AWS-DOP|Scrum-Master,A1,94668.85167637392,Qom,Yes,100,2023-06-12
1894,3.0,Junior Full Stack Developer,JavaScript|Tableau|Grafana|Scrum|Docker|Redis|TypeScript|Vue|Kubernetes,Bachelor,Generic State University 39,Generic Tech Co 3,Agile-Certified,A1,72630.07325340963,Berlin,No,96,2022-10-11
1895,2.0,Software Engineer,Agile|Airflow|RabbitMQ|Svelte|Angular|Django|Java|Spark,Bachelor,,Generic Tech Co 24|Generic Tech Co 15|Generic Tech Co 56|Generic Tech Co 43|Generic Tech Co 21|Generic Tech Co 69,Azure-AZ305|Scrum-Master|PMP,C1,55842.819198510406,Tokyo,Yes,89,2020-01-09
1896,1.0,Senior Backend Developer,Redux|Git|JavaScript|Kafka|Tableau|RabbitMQ|Jenkins|MySQL|GitLab-CI|PySpark,Master,Generic State University 23,,Kubernetes-CKAD,Upper-Intermediate,55810.84974981421,New York,Yes,81,2021-12-12
1897,1.0,Senior Full Stack Developer,Azure|Next.js|GraphQL|Power BI|Jenkins|SQL,Bachelor,Generic State University 94,Generic Tech Co 22|Generic Tech Co 16|Generic Tech Co 44|Generic Tech Co 49|Generic Tech Co 83,,A1,31916.761986790058,Vancouver,Yes,91,2022-02-06
1898,,Senior Backend Developer,Python|Next.js|MongoDB|Testing|Kubernetes,Bachelor,,,GCP-PCA|Agile-Certified|Scrum-Master,A2,86980.15355699856,Tokyo,,62,2020-03-06
1899,2.0,full stack developer,TensorFlow|React|Azure|Tailwind|Node.js|Webpack|CSS|MySQL,Bachelor,Online University I,Generic Tech Co 86|Generic Tech Co 99|Generic Tech Co 91|Generic Tech Co 90|Generic Tech Co 36|Generic Tech Co 66,GCP-PCA|Agile-Certified|AWS-SAP|CFA,B2,66095.17964700956,Madrid,No,100,2022-09-28
1900,9.0,Junior Full Stack Developer,React|TensorFlow|Agile|Airflow|Docker|Prometheus|TypeScript|Spark|Linux,Master,University College London,,Terraform-Associate|Docker-Certified|Scrum-Master,B2,133879.6328324968,San Francisco,No,89,2023-04-04
1901,2.0,Software Engineer,Git|Express|Docker|Ansible|Svelte|Kubernetes|Nginx|Linux|HTML,Master,,,,A1,71096.00283944921,San Francisco,No,58,2021-04-18
1902,16.0,Solutions Architect,Next.js|Prometheus|GCP|Go|LightGBM|Linux|HTML,Bachelor,Online University R,Generic Tech Co 32|Generic Tech Co 65|Generic Tech Co 90|Generic Tech Co 64|Generic Tech Co 44,,A1,170978.14361492242,Singapore,,93,2020-06-10
1903,1.0,DevOps Engineer,Kafka|MongoDB|Webpack|Docker|GCP|Scikit-learn|SQL|Kubernetes,High School,,Generic Tech Co 74,,C1,20000.0,Hamburg,Yes,74,2023-05-06
1904,6.0,VP Engineering,Python|Kafka|Azure|Grafana|GCP|CSS|Svelte|XGBoost,Bachelor,,Generic Tech Co 100|Virgool|Generic Tech Co 31|Generic Tech Co 85|Meta,,C2,72151.77036160769,Seattle,Yes,73,2022-08-27
1905,2.0,Senior Full Stack Developer,Terraform|Next.js|Webpack|Ansible|XGBoost|HTML,Master,,Generic Tech Co 29,AWS-DOP,B2,64811.56834084787,Vancouver,,87,2023-04-22
1906,6.0,Solutions Architect,Kafka|R|MongoDB|Express|Webpack|Linux,PhD,Generic State University 4,Generic Tech Co 20|Generic Tech Co 60|Stripe|Generic Tech Co 81|Generic Tech Co 82|Generic Tech Co 38,,Bilingual,124371.62464247801,Tokyo,Yes,89,2023-10-10
1907,1.0,Junior Data Analyst,React|JavaScript|Python|C#|Node.js|MongoDB|YAML|Scikit-learn|NumPy|SQL|HTML,Master,Generic State University 37,,,B2,75048.65056216194,Isfahan,Yes,75,2023-11-14
1908,7.0,VP Engineering,TensorFlow|Git|C#|Scrum|Tailwind|Docker|R|PySpark,Bachelor,Online University J,Generic Tech Co 24|Generic Tech Co 90|Generic Tech Co 31|Generic Tech Co 34,GCP-ACE|AWS-DOP|AWS-SAP|PMP,C2,78584.46870014272,Istanbul,No,100,2022-08-31
1909,5.0,Junior Software Engineer,RabbitMQ|Node.js|Docker|Svelte|Java|MySQL|Redis|TypeScript|Scikit-learn|Kubernetes,Bachelor,Generic State University 6,,Azure-AZ305|PCI-DSS|AWS-CSA|AWS-DevOps,C2,97588.73082000841,Toronto,Yes,87,2020-11-06
1910,4.0,Engineering Manager,TensorFlow|JavaScript|Azure|Kafka|Airflow|Webpack|CSS|dbt|Angular|GitLab-CI|YAML|PySpark,Master,Generic State University 57,Generic Tech Co 46|Digikala|Generic Tech Co 7|Generic Tech Co 50|Airbnb|Generic Tech Co 53,,A2,99113.32751418279,SHIRAZ,No,90,2020-05-05
1911,1.0,VP Engineering ,PyTorch|RabbitMQ|Svelte|SASS|Spring|Go|SQL|PySpark,PhD,Generic State University 72,,Azure-AZ305|Azure-AZ104,C2,67989.99320532053,Boston,No,88,2022-04-25
1912,1.0,Web Developer,Python|Communication|Java|PostgreSQL,High School,,Generic Tech Co 2|Cafe Bazaar|Generic Tech Co 59|Generic Tech Co 39,Kubernetes-CKAD|Terraform-Associate|Docker-Certified|Azure-AZ900,Fluent,55216.63834004647,Berlin,,88,2021-06-23
1913,3.0,Solutions Architect,JavaScript|Scrum|Next.js|Ansible|Jenkins|Svelte|Redis|YAML,PhD,Generic State University 93,Digikala|Microsoft|Generic Tech Co 98|Generic Tech Co 95,,,73169.38513694334,Paris,Yes,72,2023-11-06
1914,5.0,full stack developer,REST API|JavaScript|CICD|Airflow|FastAPI|GCP|Ansible|Go|Testing|Vue,Master,,Generic Tech Co 30|Generic Tech Co 100|Generic Tech Co 41|Generic Tech Co 31|Generic Tech Co 56|Generic Tech Co 43,CFA|CISSP,Advanced,97498.79662769195,Munich,No,87,2023-01-02
1915,3.0,Data Scientist,Redux|Python|Kafka|Power BI|Prometheus|dbt|Testing|XGBoost|MySQL|Scikit-learn|SQL,Bachelor,Generic State University 8,Cafe Bazaar|Generic Tech Co 41|SpaceX|Generic Tech Co 90|Generic Tech Co 54|Generic Tech Co 69,GCP-PCA|Azure-AZ104,A2,67056.78302702976,Isfahan,No,98,2020-03-06
1916,6.0,Junior Software Engineer,Redux|React|REST API|MongoDB|Angular|TypeScript,Bachelor,,Generic Tech Co 12,CEH|Kubernetes-CKA|HIPAA|Azure-AZ104,,91801.79844247598,Isfahan,No,76,2023-07-23
1917,4.0,Solutions Architect,JavaScript|Express|PostgreSQL|Java|MySQL|HTML,Master,,Generic Tech Co 14|Generic Tech Co 44|Generic Tech Co 99,,C1,88239.2183481986,Manchester,,77,2023-12-26
1918,4.0,Junior ML Engineer,Python|Terraform|Airflow|Express|Docker|Prometheus|SASS|Spring|Go|NumPy|HTML,Master,Generic State University 20,,Docker-Certified,C1,97766.71524233646,Tokyo,Yes,88,2020-06-18
1919,1.0,DevOps Engineer,React|Grafana|Node.js|Ansible|CSS|Communication|Spark|HTML,High School,Generic State University 90,Generic Tech Co 30|Generic Tech Co 36,CEH|HIPAA|PMP,Intermediate,54678.58760854823,Tabriz,Yes,99,2020-04-17
1920,5.0,Junior Web Developer,Kafka|C#|Redis|TypeScript|Go|GitLab-CI|NumPy|HTML,Master,Generic State University 88,Generic Tech Co 24|Generic Tech Co 44|Generic Tech Co 82|Generic Tech Co 38,CEH|Kubernetes-CKAD|AWS-DevOps,C2,96722.98092066048,Seattle,,99,2023-01-07
1921,7.0,ML Engineer,Svelte|XGBoost|Webpack|PostgreSQL,Bachelor,,,GCP-PCA,B1,91136.30568876865,Manchester,No,75,2023-03-03
1922,21.0,Senior Backend Developer,Python|Airflow|Jenkins|Vue|R|PySpark|SQL,Bachelor,,Stripe|Generic Tech Co 23|Generic Tech Co 7|Generic Tech Co 85,,A1,173226.1317859036,San Francisco,Yes,74,2020-03-20
1923,23.0,Senior Software Engineer,Git|React|JavaScript|Agile|Jenkins|Svelte|Java|Spring,Bachelor,Generic State University 65,,,Elementary,232009.1436078818,amsterdam,No,78,2022-11-05
1924,3.0,ML Engineer,Next.js|TypeScript|GitLab-CI|Problem-Solving|PySpark|HTML,Bachelor,,Generic Tech Co 67|Generic Tech Co 19|Apple|Generic Tech Co 65|Generic Tech Co 79|Generic Tech Co 42,CFA|Azure-AZ305|Azure-AZ900,Upper-Intermediate,66870.92080233131,Austin,No,90,2021-06-21
1925,9.0,Software Developer Intern,C#|Express|Prometheus|CSS|Angular|Communication|Scikit-learn|HTML,Master,Generic State University 45,Generic Tech Co 100|Generic Tech Co 73|Meta|Generic Tech Co 74|Generic Tech Co 70,GCP-PCA|HIPAA,C1,110598.6810838402,Remote,No,100,2023-01-26
1926,,Junior DevOps Engineer,CICD|Grafana|PyTorch|Node.js|MongoDB|Docker|Svelte|Angular|SASS|Problem-Solving,Bachelor,,,,C1,68641.29239029436,Manchester,Yes,51,2021-07-26
1927,10.0,Database Administrator,REST API|Terraform|MongoDB|Power BI|Docker|PostgreSQL|Jenkins|Spring|Kubernetes,Master,Generic State University 81,Generic Tech Co 87|Generic Tech Co 50|Generic Tech Co 65|Generic Tech Co 95|Generic Tech Co 88|Generic Tech Co 42,CEH|Azure-AZ305|Scrum-Master,C2,136718.62717099793,Toronto,Yes,98,2023-07-13
1928,3.0,Junior Full Stack Developer,React|Agile|Kafka|Node.js|Scikit-learn|LightGBM|Testing,Bachelor,,Digikala|Generic Tech Co 83,,Upper-Intermediate,55741.42025165686,Tabriz,No,77,2021-12-24
1929,3.0,Senior Frontend Developer,Python|Scrum|GCP|Go|Vue|LightGBM|SQL|PySpark,Bachelor,Online University T,Generic Tech Co 24|Generic Tech Co 32|Generic Tech Co 10|Generic Tech Co 80|Generic Tech Co 81|Generic Tech Co 95,,Bilingual,99507.9078088473,Dubai,,86,2021-01-06
1930,2.0,Senior Backend Developer,Git|Prometheus|Jenkins|XGBoost|SASS|Java|MySQL|Redis,Bachelor,Generic State University 83,,,A2,53716.6876888401,San Francisco,Yes,74,2022-07-21
1931,1.0,Principal Engineer,Git|React|JavaScript|Agile|Jenkins|Pandas|Scikit-learn|HTML,Bachelor,Generic State University 66,Generic Tech Co 72,Kubernetes-CKA|HIPAA|PCI-DSS|Azure-AZ900,C2,78185.85628800957,Mashhad,Yes,100,2020-09-09
1932,3.0,principal engineer,React|GraphQL|RabbitMQ|Flask|SASS|Spark|SQL|Kubernetes,Bachelor,,Generic Tech Co 51|Netflix|Generic Tech Co 78|Generic Tech Co 5|Generic Tech Co 11,,A2,58718.291349555,Seattle,Yes,76,2020-08-01
1933,4.0,Web Developer,Python|JavaScript|Tailwind|R|RabbitMQ|PyTorch|Webpack|PostgreSQL|dbt|Jenkins|Scikit-learn|Testing,Bachelor,Generic State University 23,Generic Tech Co 56|Generic Tech Co 2|Google,,B2,54596.723528889685,Mashhad,No,88,2020-02-18
1934,,Solutions Architect,Express|Docker|Jenkins|Svelte|Django|Java|Spring|Spark|Scikit-learn|Nginx|AWS,Bachelor,Generic State University 16,Generic Tech Co 91|Generic Tech Co 82,Terraform-Associate|PCI-DSS|Agile-Certified,A2,95167.5435566439,Tehran,Yes,88,2021-08-25
1935,2.0,Systems Engineer,Ansible|dbt|XGBoost|Angular|SASS|Kubernetes,Bachelor,Online University F,Generic Tech Co 14|Generic Tech Co 74|Generic Tech Co 11,CFA|Agile-Certified|Azure-AZ104|AWS-DevOps,Intermediate,77569.18645459405,Paris,No,100,2022-01-09
1936,3.0,Solutions Architect (Senior),React|Git|Tailwind|Webpack|Go,Master,Generic State University 25,Generic Tech Co 100|Generic Tech Co 34|Generic Tech Co 85|Generic Tech Co 65|Generic Tech Co 56|Generic Tech Co 21,,,60583.145479629195,Munich,No,75,2024-01-20
1937,9.0,DevOps Engineer,Redux|Python|JavaScript|CICD|Kafka|CSS|Django|Linux|PySpark|SQL,Master,,Generic Tech Co 24|Generic Tech Co 47|Generic Tech Co 98,,C2,140119.30214078864,Austin,Yes,78,2023-01-01
1938,6.0,Solutions Architect,Python|Kafka|Power BI|Docker|Webpack|Communication|Django|Spark|Vue|Linux,B.S.,University of Oxford,Generic Tech Co 26|Generic Tech Co 19|Generic Tech Co 22|Generic Tech Co 54|Generic Tech Co 27|Generic Tech Co 94,,,105646.49577051186,Seattle,No,76,2022-09-04
